game_id,date,status,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,venue,attendance,season
401360996,2022-04-04T01:30Z,Final,12,LA Clippers,LAC,119,3,New Orleans Pelicans,NO,100,crypto.com Arena,16840,2021-22
401360997,2022-04-05T23:00Z,Final,11,Indiana Pacers,IND,122,20,Philadelphia 76ers,PHI,131,Gainbridge Fieldhouse,15583,2021-22
401360998,2022-04-05T23:00Z,Final,19,Orlando Magic,ORL,120,5,Cleveland Cavaliers,CLE,115,Kia Center,16897,2021-22
401360999,2022-04-05T23:30Z,Final,17,Brooklyn Nets,BKN,118,10,Houston Rockets,HOU,105,Barclays Center,17768,2021-22
401361000,2022-04-05T23:30Z,Final,14,Miami Heat,MIA,144,30,Charlotte Hornets,CHA,115,Kaseya Center,19600,2021-22
401361001,2022-04-05T23:30Z,Final,28,Toronto Raptors,TOR,118,1,Atlanta Hawks,ATL,108,Scotiabank Arena,19800,2021-22
401361002,2022-04-06T00:00Z,Final,4,Chicago Bulls,CHI,106,15,Milwaukee Bucks,MIL,127,United Center,20799,2021-22
401361003,2022-04-06T00:00Z,Final,16,Minnesota Timberwolves,MIN,114,27,Washington Wizards,WSH,132,Target Center,17136,2021-22
401361004,2022-04-06T00:00Z,Final,25,Oklahoma City Thunder,OKC,98,22,Portland Trail Blazers,POR,94,Paycom Center,14674,2021-22
401361005,2022-04-06T01:00Z,Final,7,Denver Nuggets,DEN,97,24,San Antonio Spurs,SA,116,Ball Arena,17037,2021-22
401361006,2022-04-06T01:00Z,Final,26,Utah Jazz,UTAH,121,29,Memphis Grizzlies,MEM,115,Delta Center,18306,2021-22
401361007,2022-04-06T02:00Z,Final,23,Sacramento Kings,SAC,109,3,New Orleans Pelicans,NO,123,Golden 1 Center,16047,2021-22
401361008,2022-04-06T02:30Z,Final,21,Phoenix Suns,PHX,121,13,Los Angeles Lakers,LAL,110,PHX Arena,17071,2021-22
401361009,2022-04-06T23:00Z,Final,8,Detroit Pistons,DET,113,6,Dallas Mavericks,DAL,131,Little Caesars Arena,18422,2021-22
401361010,2022-04-06T23:30Z,Final,18,New York Knicks,NY,98,17,Brooklyn Nets,BKN,110,Madison Square Garden,19812,2021-22
401361011,2022-04-07T00:00Z,Final,1,Atlanta Hawks,ATL,118,27,Washington Wizards,WSH,103,State Farm Arena,17381,2021-22
401361012,2022-04-07T00:00Z,Final,4,Chicago Bulls,CHI,94,2,Boston Celtics,BOS,117,United Center,21095,2021-22
401361013,2022-04-07T01:00Z,Final,26,Utah Jazz,UTAH,137,25,Oklahoma City Thunder,OKC,101,Delta Center,18306,2021-22
401361014,2022-04-07T02:00Z,Final,12,LA Clippers,LAC,113,21,Phoenix Suns,PHX,109,crypto.com Arena,19068,2021-22
401361015,2022-04-07T23:00Z,Final,30,Charlotte Hornets,CHA,128,19,Orlando Magic,ORL,101,Spectrum Center,16427,2021-22
401361016,2022-04-07T23:30Z,Final,28,Toronto Raptors,TOR,119,20,Philadelphia 76ers,PHI,114,Scotiabank Arena,19800,2021-22
401361017,2022-04-07T23:30Z,Final,15,Milwaukee Bucks,MIL,127,2,Boston Celtics,BOS,121,Fiserv Forum,18046,2021-22
401361018,2022-04-08T00:00Z,Final,16,Minnesota Timberwolves,MIN,127,24,San Antonio Spurs,SA,121,Target Center,17136,2021-22
401361019,2022-04-08T00:00Z,Final,3,New Orleans Pelicans,NO,127,22,Portland Trail Blazers,POR,94,Smoothie King Center,12432,2021-22
401361020,2022-04-08T01:00Z,Final,7,Denver Nuggets,DEN,122,29,Memphis Grizzlies,MEM,109,Ball Arena,19520,2021-22
401361021,2022-04-08T02:00Z,Final,9,Golden State Warriors,GS,128,13,Los Angeles Lakers,LAL,112,Chase Center,18064,2021-22
401361022,2022-04-08T23:00Z,Final,8,Detroit Pistons,DET,101,15,Milwaukee Bucks,MIL,131,Little Caesars Arena,22088,2021-22
401361023,2022-04-08T23:00Z,Final,27,Washington Wizards,WSH,92,18,New York Knicks,NY,114,Capital One Arena,19472,2021-22
401361024,2022-04-08T23:30Z,Final,17,Brooklyn Nets,BKN,118,5,Cleveland Cavaliers,CLE,107,Barclays Center,18169,2021-22
401361025,2022-04-08T23:30Z,Final,28,Toronto Raptors,TOR,117,10,Houston Rockets,HOU,115,Scotiabank Arena,19800,2021-22
401361026,2022-04-09T00:00Z,Final,14,Miami Heat,MIA,113,1,Atlanta Hawks,ATL,109,Kaseya Center,19993,2021-22
401361027,2022-04-09T00:00Z,Final,4,Chicago Bulls,CHI,117,30,Charlotte Hornets,CHA,133,United Center,21461,2021-22
401361028,2022-04-09T00:30Z,Final,6,Dallas Mavericks,DAL,128,22,Portland Trail Blazers,POR,78,American Airlines Center,20174,2021-22
401361029,2022-04-09T01:30Z,Final,26,Utah Jazz,UTAH,105,21,Phoenix Suns,PHX,111,Delta Center,18306,2021-22
401361030,2022-04-09T02:30Z,Final,13,Los Angeles Lakers,LAL,120,25,Oklahoma City Thunder,OKC,101,crypto.com Arena,18997,2021-22
401361033,2022-04-09T17:00Z,Final,20,Philadelphia 76ers,PHI,133,11,Indiana Pacers,IND,120,Xfinity Mobile Arena,21171,2021-22
401361032,2022-04-09T22:00Z,Final,29,Memphis Grizzlies,MEM,141,3,New Orleans Pelicans,NO,114,FedExForum,17207,2021-22
401361034,2022-04-10T00:30Z,Final,24,San Antonio Spurs,SA,94,9,Golden State Warriors,GS,100,Frost Bank Center,18627,2021-22
401361031,2022-04-10T01:30Z,Final,12,LA Clippers,LAC,117,23,Sacramento Kings,SAC,98,crypto.com Arena,17568,2021-22
401361035,2022-04-10T19:30Z,Final,17,Brooklyn Nets,BKN,134,11,Indiana Pacers,IND,126,Barclays Center,17967,2021-22
401361036,2022-04-10T19:30Z,Final,30,Charlotte Hornets,CHA,124,27,Washington Wizards,WSH,108,Spectrum Center,18465,2021-22
401361037,2022-04-10T19:30Z,Final,5,Cleveland Cavaliers,CLE,133,15,Milwaukee Bucks,MIL,115,Rocket Arena,19432,2021-22
401361040,2022-04-10T19:30Z,Final,10,Houston Rockets,HOU,114,1,Atlanta Hawks,ATL,130,Toyota Center (Houston),18055,2021-22
401361042,2022-04-10T23:00Z,Final,29,Memphis Grizzlies,MEM,110,2,Boston Celtics,BOS,139,FedExForum,17441,2021-22
401361045,2022-04-10T23:00Z,Final,18,New York Knicks,NY,105,28,Toronto Raptors,TOR,94,Madison Square Garden,19812,2021-22
401361046,2022-04-10T23:00Z,Final,19,Orlando Magic,ORL,125,14,Miami Heat,MIA,111,Kia Center,19253,2021-22
401361047,2022-04-10T23:00Z,Final,20,Philadelphia 76ers,PHI,118,8,Detroit Pistons,DET,106,Xfinity Mobile Arena,21459,2021-22
401361043,2022-04-11T00:30Z,Final,16,Minnesota Timberwolves,MIN,120,4,Chicago Bulls,CHI,124,Target Center,17136,2021-22
401361038,2022-04-11T01:30Z,Final,6,Dallas Mavericks,DAL,130,24,San Antonio Spurs,SA,120,American Airlines Center,20270,2021-22
401361039,2022-04-11T01:30Z,Final,7,Denver Nuggets,DEN,141,13,Los Angeles Lakers,LAL,146,Ball Arena,19520,2021-22
401361041,2022-04-11T01:30Z,Final,12,LA Clippers,LAC,138,25,Oklahoma City Thunder,OKC,88,crypto.com Arena,18210,2021-22
401361044,2022-04-11T01:30Z,Final,3,New Orleans Pelicans,NO,107,9,Golden State Warriors,GS,128,Smoothie King Center,16595,2021-22
401361048,2022-04-11T01:30Z,Final,21,Phoenix Suns,PHX,109,23,Sacramento Kings,SAC,116,PHX Arena,17071,2021-22
401361049,2022-04-11T01:30Z,Final,22,Portland Trail Blazers,POR,80,26,Utah Jazz,UTAH,111,Moda Center,18123,2021-22
401468016,2022-10-18T23:30Z,Final,2,Boston Celtics,BOS,126,20,Philadelphia 76ers,PHI,117,TD Garden,19156,2022-23
401468017,2022-10-19T02:00Z,Final,9,Golden State Warriors,GS,123,13,Los Angeles Lakers,LAL,109,Chase Center,18064,2022-23
401468018,2022-10-19T23:00Z,Final,8,Detroit Pistons,DET,113,19,Orlando Magic,ORL,109,Little Caesars Arena,20190,2022-23
401468019,2022-10-19T23:00Z,Final,11,Indiana Pacers,IND,107,27,Washington Wizards,WSH,114,Gainbridge Fieldhouse,15027,2022-23
401468020,2022-10-19T23:30Z,Final,1,Atlanta Hawks,ATL,117,10,Houston Rockets,HOU,107,State Farm Arena,17878,2022-23
401468021,2022-10-19T23:30Z,Final,17,Brooklyn Nets,BKN,108,3,New Orleans Pelicans,NO,130,Barclays Center,18003,2022-23
401468022,2022-10-19T23:30Z,Final,14,Miami Heat,MIA,108,4,Chicago Bulls,CHI,116,Kaseya Center,19600,2022-23
401468023,2022-10-19T23:30Z,Final,28,Toronto Raptors,TOR,108,5,Cleveland Cavaliers,CLE,105,Scotiabank Arena,19800,2022-23
401468024,2022-10-19T23:30Z,Final,29,Memphis Grizzlies,MEM,115,18,New York Knicks,NY,112,FedExForum,18202,2022-23
401468025,2022-10-20T00:00Z,Final,16,Minnesota Timberwolves,MIN,115,25,Oklahoma City Thunder,OKC,108,Target Center,17136,2022-23
401468026,2022-10-20T00:00Z,Final,24,San Antonio Spurs,SA,102,30,Charlotte Hornets,CHA,129,Frost Bank Center,16236,2022-23
401468027,2022-10-20T01:00Z,Final,26,Utah Jazz,UTAH,123,7,Denver Nuggets,DEN,102,Delta Center,18206,2022-23
401468028,2022-10-20T02:00Z,Final,21,Phoenix Suns,PHX,107,6,Dallas Mavericks,DAL,105,PHX Arena,17071,2022-23
401468029,2022-10-20T02:00Z,Final,23,Sacramento Kings,SAC,108,22,Portland Trail Blazers,POR,115,Golden 1 Center,17611,2022-23
401468170,2022-10-20T23:30Z,Final,20,Philadelphia 76ers,PHI,88,15,Milwaukee Bucks,MIL,90,Xfinity Mobile Arena,20060,2022-23
401468171,2022-10-21T02:00Z,Final,13,Los Angeles Lakers,LAL,97,12,LA Clippers,LAC,103,crypto.com Arena,18997,2022-23
401468172,2022-10-21T23:00Z,Final,30,Charlotte Hornets,CHA,112,3,New Orleans Pelicans,NO,124,Spectrum Center,19287,2022-23
401468173,2022-10-21T23:00Z,Final,11,Indiana Pacers,IND,134,24,San Antonio Spurs,SA,137,Gainbridge Fieldhouse,12073,2022-23
401468174,2022-10-21T23:00Z,Final,27,Washington Wizards,WSH,102,4,Chicago Bulls,CHI,100,Capital One Arena,20476,2022-23
401468175,2022-10-21T23:30Z,Final,1,Atlanta Hawks,ATL,108,19,Orlando Magic,ORL,98,State Farm Arena,17822,2022-23
401468176,2022-10-21T23:30Z,Final,17,Brooklyn Nets,BKN,109,28,Toronto Raptors,TOR,105,Barclays Center,17732,2022-23
401468177,2022-10-21T23:30Z,Final,14,Miami Heat,MIA,104,2,Boston Celtics,BOS,111,Kaseya Center,19600,2022-23
401468178,2022-10-21T23:30Z,Final,18,New York Knicks,NY,130,8,Detroit Pistons,DET,106,Madison Square Garden,19812,2022-23
401468179,2022-10-22T00:00Z,Final,10,Houston Rockets,HOU,122,29,Memphis Grizzlies,MEM,129,Toyota Center (Houston),18055,2022-23
401468180,2022-10-22T00:00Z,Final,16,Minnesota Timberwolves,MIN,126,26,Utah Jazz,UTAH,132,Target Center,17136,2022-23
401468181,2022-10-22T02:00Z,Final,9,Golden State Warriors,GS,123,7,Denver Nuggets,DEN,128,Chase Center,18064,2022-23
401468182,2022-10-22T02:00Z,Final,22,Portland Trail Blazers,POR,113,21,Phoenix Suns,PHX,111,Moda Center,19393,2022-23
401468183,2022-10-22T22:00Z,Final,20,Philadelphia 76ers,PHI,105,24,San Antonio Spurs,SA,114,Xfinity Mobile Arena,19822,2022-23
401468184,2022-10-22T23:00Z,Final,11,Indiana Pacers,IND,124,8,Detroit Pistons,DET,115,Gainbridge Fieldhouse,16056,2022-23
401468185,2022-10-22T23:00Z,Final,19,Orlando Magic,ORL,120,2,Boston Celtics,BOS,126,Kia Center,19299,2022-23
401468186,2022-10-23T00:00Z,Final,14,Miami Heat,MIA,112,28,Toronto Raptors,TOR,109,Kaseya Center,19600,2022-23
401468187,2022-10-23T00:00Z,Final,4,Chicago Bulls,CHI,96,5,Cleveland Cavaliers,CLE,128,United Center,21089,2022-23
401468188,2022-10-23T00:00Z,Final,15,Milwaukee Bucks,MIL,125,10,Houston Rockets,HOU,105,Fiserv Forum,17341,2022-23
401468189,2022-10-23T00:30Z,Final,6,Dallas Mavericks,DAL,137,29,Memphis Grizzlies,MEM,96,American Airlines Center,20377,2022-23
401468190,2022-10-23T01:00Z,Final,7,Denver Nuggets,DEN,122,25,Oklahoma City Thunder,OKC,117,Ball Arena,19983,2022-23
401468191,2022-10-23T02:00Z,Final,23,Sacramento Kings,SAC,109,12,LA Clippers,LAC,111,Golden 1 Center,16296,2022-23
401468192,2022-10-23T19:30Z,Final,13,Los Angeles Lakers,LAL,104,22,Portland Trail Blazers,POR,106,crypto.com Arena,18997,2022-23
401468193,2022-10-23T21:00Z,Final,1,Atlanta Hawks,ATL,109,30,Charlotte Hornets,CHA,126,State Farm Arena,17383,2022-23
401468194,2022-10-23T23:00Z,Final,5,Cleveland Cavaliers,CLE,117,27,Washington Wizards,WSH,107,Rocket Arena,19432,2022-23
401468195,2022-10-23T23:00Z,Final,3,New Orleans Pelicans,NO,121,26,Utah Jazz,UTAH,122,Smoothie King Center,18665,2022-23
401468196,2022-10-24T00:00Z,Final,25,Oklahoma City Thunder,OKC,106,16,Minnesota Timberwolves,MIN,116,Paycom Center,15044,2022-23
401468197,2022-10-24T00:30Z,Final,9,Golden State Warriors,GS,130,23,Sacramento Kings,SAC,125,Chase Center,18064,2022-23
401468198,2022-10-24T02:00Z,Final,12,LA Clippers,LAC,95,21,Phoenix Suns,PHX,112,crypto.com Arena,19068,2022-23
401468199,2022-10-24T23:00Z,Final,20,Philadelphia 76ers,PHI,120,11,Indiana Pacers,IND,106,Xfinity Mobile Arena,19786,2022-23
401468200,2022-10-24T23:30Z,Final,14,Miami Heat,MIA,90,28,Toronto Raptors,TOR,98,Kaseya Center,19600,2022-23
401468201,2022-10-24T23:30Z,Final,18,New York Knicks,NY,115,19,Orlando Magic,ORL,102,Madison Square Garden,18800,2022-23
401468202,2022-10-25T00:00Z,Final,4,Chicago Bulls,CHI,120,2,Boston Celtics,BOS,102,United Center,17673,2022-23
401468203,2022-10-25T00:00Z,Final,10,Houston Rockets,HOU,114,26,Utah Jazz,UTAH,108,Toyota Center (Houston),16260,2022-23
401468204,2022-10-25T00:00Z,Final,29,Memphis Grizzlies,MEM,134,17,Brooklyn Nets,BKN,124,FedExForum,17392,2022-23
401468205,2022-10-25T00:00Z,Final,16,Minnesota Timberwolves,MIN,106,24,San Antonio Spurs,SA,115,Target Center,15347,2022-23
401468206,2022-10-25T02:00Z,Final,22,Portland Trail Blazers,POR,135,7,Denver Nuggets,DEN,110,Moda Center,18111,2022-23
401468207,2022-10-25T23:00Z,Final,27,Washington Wizards,WSH,120,8,Detroit Pistons,DET,99,Capital One Arena,13196,2022-23
401468208,2022-10-25T23:30Z,Final,3,New Orleans Pelicans,NO,113,6,Dallas Mavericks,DAL,111,Smoothie King Center,14020,2022-23
401468209,2022-10-26T00:00Z,Final,25,Oklahoma City Thunder,OKC,108,12,LA Clippers,LAC,94,Paycom Center,13105,2022-23
401468210,2022-10-26T02:00Z,Final,21,Phoenix Suns,PHX,134,9,Golden State Warriors,GS,105,PHX Arena,0,2022-23
401468211,2022-10-26T23:00Z,Final,5,Cleveland Cavaliers,CLE,103,19,Orlando Magic,ORL,92,Rocket Arena,0,2022-23
401468212,2022-10-26T23:00Z,Final,8,Detroit Pistons,DET,113,1,Atlanta Hawks,ATL,118,Little Caesars Arena,17987,2022-23
401468213,2022-10-26T23:30Z,Final,18,New York Knicks,NY,134,30,Charlotte Hornets,CHA,131,Madison Square Garden,19812,2022-23
401468214,2022-10-26T23:30Z,Final,28,Toronto Raptors,TOR,119,20,Philadelphia 76ers,PHI,109,Scotiabank Arena,19800,2022-23
401468215,2022-10-26T23:30Z,Final,15,Milwaukee Bucks,MIL,110,17,Brooklyn Nets,BKN,99,Fiserv Forum,17341,2022-23
401468216,2022-10-27T00:00Z,Final,4,Chicago Bulls,CHI,124,11,Indiana Pacers,IND,109,United Center,18306,2022-23
401468217,2022-10-27T00:00Z,Final,16,Minnesota Timberwolves,MIN,134,24,San Antonio Spurs,SA,122,Target Center,16165,2022-23
401468218,2022-10-27T01:00Z,Final,26,Utah Jazz,UTAH,109,10,Houston Rockets,HOU,101,Delta Center,18206,2022-23
401468220,2022-10-27T02:00Z,Final,22,Portland Trail Blazers,POR,98,14,Miami Heat,MIA,119,Moda Center,18588,2022-23
401468219,2022-10-27T02:15Z,Final,7,Denver Nuggets,DEN,110,13,Los Angeles Lakers,LAL,99,Ball Arena,19520,2022-23
401468221,2022-10-27T23:30Z,Final,17,Brooklyn Nets,BKN,125,6,Dallas Mavericks,DAL,129,Barclays Center,18039,2022-23
401468222,2022-10-28T00:00Z,Final,25,Oklahoma City Thunder,OKC,118,12,LA Clippers,LAC,110,Paycom Center,14510,2022-23
401468223,2022-10-28T02:00Z,Final,9,Golden State Warriors,GS,123,14,Miami Heat,MIA,110,Chase Center,18064,2022-23
401468224,2022-10-28T02:00Z,Final,23,Sacramento Kings,SAC,110,29,Memphis Grizzlies,MEM,125,Golden 1 Center,15511,2022-23
401468225,2022-10-28T23:00Z,Final,8,Detroit Pistons,DET,112,1,Atlanta Hawks,ATL,136,Little Caesars Arena,18923,2022-23
401468226,2022-10-28T23:00Z,Final,19,Orlando Magic,ORL,113,30,Charlotte Hornets,CHA,93,Kia Center,18846,2022-23
401468227,2022-10-28T23:30Z,Final,2,Boston Celtics,BOS,123,5,Cleveland Cavaliers,CLE,132,TD Garden,19156,2022-23
401468228,2022-10-28T23:30Z,Final,28,Toronto Raptors,TOR,90,20,Philadelphia 76ers,PHI,112,Scotiabank Arena,19800,2022-23
401468229,2022-10-28T23:30Z,Final,27,Washington Wizards,WSH,117,11,Indiana Pacers,IND,127,Capital One Arena,13463,2022-23
401468230,2022-10-29T00:00Z,Final,15,Milwaukee Bucks,MIL,119,18,New York Knicks,NY,108,Fiserv Forum,17341,2022-23
401468231,2022-10-29T00:00Z,Final,16,Minnesota Timberwolves,MIN,111,13,Los Angeles Lakers,LAL,102,Target Center,17136,2022-23
401468232,2022-10-29T00:30Z,Final,24,San Antonio Spurs,SA,129,4,Chicago Bulls,CHI,124,Frost Bank Center,16562,2022-23
401468233,2022-10-29T01:00Z,Final,7,Denver Nuggets,DEN,117,26,Utah Jazz,UTAH,101,Ball Arena,19560,2022-23
401468235,2022-10-29T02:00Z,Final,22,Portland Trail Blazers,POR,125,10,Houston Rockets,HOU,111,Moda Center,19082,2022-23
401468234,2022-10-29T02:15Z,Final,21,Phoenix Suns,PHX,124,3,New Orleans Pelicans,NO,111,PHX Arena,17071,2022-23
401468236,2022-10-29T22:00Z,Final,23,Sacramento Kings,SAC,119,14,Miami Heat,MIA,113,Golden 1 Center,14618,2022-23
401468237,2022-10-29T23:00Z,Final,30,Charlotte Hornets,CHA,120,9,Golden State Warriors,GS,113,Spectrum Center,19079,2022-23
401468238,2022-10-29T23:30Z,Final,17,Brooklyn Nets,BKN,116,11,Indiana Pacers,IND,125,Barclays Center,17732,2022-23
401468239,2022-10-30T00:00Z,Final,4,Chicago Bulls,CHI,109,20,Philadelphia 76ers,PHI,114,United Center,19010,2022-23
401468240,2022-10-30T00:00Z,Final,15,Milwaukee Bucks,MIL,123,1,Atlanta Hawks,ATL,115,Fiserv Forum,17341,2022-23
401468241,2022-10-30T01:00Z,Final,6,Dallas Mavericks,DAL,111,25,Oklahoma City Thunder,OKC,117,American Airlines Center,20307,2022-23
401468242,2022-10-30T01:00Z,Final,26,Utah Jazz,UTAH,124,29,Memphis Grizzlies,MEM,123,Delta Center,18206,2022-23
401468243,2022-10-30T19:00Z,Final,12,LA Clippers,LAC,91,3,New Orleans Pelicans,NO,112,crypto.com Arena,18142,2022-23
401468244,2022-10-30T22:00Z,Final,2,Boston Celtics,BOS,112,27,Washington Wizards,WSH,94,TD Garden,19156,2022-23
401468245,2022-10-30T22:00Z,Final,5,Cleveland Cavaliers,CLE,121,18,New York Knicks,NY,108,Rocket Arena,19432,2022-23
401468246,2022-10-30T22:00Z,Final,8,Detroit Pistons,DET,128,9,Golden State Warriors,GS,114,Little Caesars Arena,20190,2022-23
401468247,2022-10-30T23:00Z,Final,24,San Antonio Spurs,SA,107,16,Minnesota Timberwolves,MIN,98,Frost Bank Center,15053,2022-23
401468248,2022-10-30T23:30Z,Final,6,Dallas Mavericks,DAL,114,19,Orlando Magic,ORL,105,American Airlines Center,20042,2022-23
401468249,2022-10-31T01:00Z,Final,21,Phoenix Suns,PHX,124,10,Houston Rockets,HOU,109,PHX Arena,17071,2022-23
401468250,2022-10-31T01:30Z,Final,13,Los Angeles Lakers,LAL,121,7,Denver Nuggets,DEN,110,crypto.com Arena,18997,2022-23
401468251,2022-10-31T23:00Z,Final,30,Charlotte Hornets,CHA,108,23,Sacramento Kings,SAC,115,Spectrum Center,12020,2022-23
401468252,2022-10-31T23:00Z,Final,27,Washington Wizards,WSH,111,20,Philadelphia 76ers,PHI,118,Capital One Arena,13746,2022-23
401468253,2022-10-31T23:30Z,Final,17,Brooklyn Nets,BKN,116,11,Indiana Pacers,IND,109,Barclays Center,15770,2022-23
401468254,2022-10-31T23:30Z,Final,28,Toronto Raptors,TOR,139,1,Atlanta Hawks,ATL,109,Scotiabank Arena,19800,2022-23
401468255,2022-11-01T00:00Z,Final,15,Milwaukee Bucks,MIL,110,8,Detroit Pistons,DET,108,Fiserv Forum,17341,2022-23
401468256,2022-11-01T01:00Z,Final,26,Utah Jazz,UTAH,121,29,Memphis Grizzlies,MEM,105,Delta Center,18206,2022-23
401468257,2022-11-01T02:30Z,Final,12,LA Clippers,LAC,95,10,Houston Rockets,HOU,93,crypto.com Arena,14887,2022-23
401468258,2022-11-01T23:30Z,Final,17,Brooklyn Nets,BKN,99,4,Chicago Bulls,CHI,108,Barclays Center,17732,2022-23
401468259,2022-11-01T23:30Z,Final,14,Miami Heat,MIA,116,9,Golden State Warriors,GS,109,Kaseya Center,19600,2022-23
401468260,2022-11-02T00:00Z,Final,25,Oklahoma City Thunder,OKC,116,19,Orlando Magic,ORL,108,Paycom Center,13109,2022-23
401468261,2022-11-02T02:00Z,Final,21,Phoenix Suns,PHX,116,16,Minnesota Timberwolves,MIN,107,PHX Arena,17071,2022-23
401468263,2022-11-02T22:00Z,Final,20,Philadelphia 76ers,PHI,111,27,Washington Wizards,WSH,121,Xfinity Mobile Arena,19855,2022-23
401468262,2022-11-02T23:30Z,Final,5,Cleveland Cavaliers,CLE,114,2,Boston Celtics,BOS,113,Rocket Arena,19432,2022-23
401468264,2022-11-02T23:30Z,Final,14,Miami Heat,MIA,110,23,Sacramento Kings,SAC,107,Kaseya Center,19600,2022-23
401468265,2022-11-02T23:30Z,Final,18,New York Knicks,NY,99,1,Atlanta Hawks,ATL,112,Madison Square Garden,19812,2022-23
401468266,2022-11-03T00:00Z,Final,4,Chicago Bulls,CHI,106,30,Charlotte Hornets,CHA,88,United Center,17886,2022-23
401468267,2022-11-03T00:00Z,Final,10,Houston Rockets,HOU,101,12,LA Clippers,LAC,109,Toyota Center (Houston),15860,2022-23
401468268,2022-11-03T00:00Z,Final,15,Milwaukee Bucks,MIL,116,8,Detroit Pistons,DET,91,Fiserv Forum,17341,2022-23
401468269,2022-11-03T00:00Z,Final,24,San Antonio Spurs,SA,100,28,Toronto Raptors,TOR,143,Frost Bank Center,12155,2022-23
401468270,2022-11-03T00:30Z,Final,6,Dallas Mavericks,DAL,103,26,Utah Jazz,UTAH,100,American Airlines Center,19877,2022-23
401468271,2022-11-03T02:00Z,Final,22,Portland Trail Blazers,POR,106,29,Memphis Grizzlies,MEM,111,Moda Center,19462,2022-23
401468272,2022-11-03T02:30Z,Final,13,Los Angeles Lakers,LAL,120,3,New Orleans Pelicans,NO,117,crypto.com Arena,18997,2022-23
401468273,2022-11-03T23:00Z,Final,19,Orlando Magic,ORL,130,9,Golden State Warriors,GS,129,Kia Center,18846,2022-23
401468274,2022-11-04T00:00Z,Final,25,Oklahoma City Thunder,OKC,110,7,Denver Nuggets,DEN,122,Paycom Center,13791,2022-23
401468275,2022-11-04T23:00Z,Final,8,Detroit Pistons,DET,88,5,Cleveland Cavaliers,CLE,112,Little Caesars Arena,18744,2022-23
401468276,2022-11-04T23:00Z,Final,11,Indiana Pacers,IND,101,14,Miami Heat,MIA,99,Gainbridge Fieldhouse,13141,2022-23
401468277,2022-11-04T23:00Z,Final,20,Philadelphia 76ers,PHI,104,18,New York Knicks,NY,106,Xfinity Mobile Arena,20679,2022-23
401468278,2022-11-04T23:00Z,Final,27,Washington Wizards,WSH,86,17,Brooklyn Nets,BKN,128,Capital One Arena,17258,2022-23
401468279,2022-11-04T23:30Z,Final,2,Boston Celtics,BOS,123,4,Chicago Bulls,CHI,119,TD Garden,19156,2022-23
401468280,2022-11-05T00:00Z,Final,29,Memphis Grizzlies,MEM,130,30,Charlotte Hornets,CHA,99,FedExForum,17187,2022-23
401468281,2022-11-05T00:00Z,Final,24,San Antonio Spurs,SA,106,12,LA Clippers,LAC,113,Frost Bank Center,12603,2022-23
401468282,2022-11-05T00:30Z,Final,6,Dallas Mavericks,DAL,111,28,Toronto Raptors,TOR,110,American Airlines Center,20177,2022-23
401468283,2022-11-05T00:30Z,Final,3,New Orleans Pelicans,NO,114,9,Golden State Warriors,GS,105,Smoothie King Center,18451,2022-23
401468284,2022-11-05T02:00Z,Final,16,Minnesota Timberwolves,MIN,102,15,Milwaukee Bucks,MIL,115,Target Center,17136,2022-23
401468285,2022-11-05T02:00Z,Final,21,Phoenix Suns,PHX,106,22,Portland Trail Blazers,POR,108,PHX Arena,17071,2022-23
401468286,2022-11-05T02:30Z,Final,13,Los Angeles Lakers,LAL,116,26,Utah Jazz,UTAH,130,crypto.com Arena,18997,2022-23
401468287,2022-11-05T21:00Z,Final,19,Orlando Magic,ORL,123,23,Sacramento Kings,SAC,126,Kia Center,18846,2022-23
401468288,2022-11-05T23:00Z,Final,30,Charlotte Hornets,CHA,94,17,Brooklyn Nets,BKN,98,Spectrum Center,19398,2022-23
401468289,2022-11-05T23:30Z,Final,1,Atlanta Hawks,ATL,124,3,New Orleans Pelicans,NO,121,State Farm Arena,17654,2022-23
401468290,2022-11-05T23:30Z,Final,18,New York Knicks,NY,118,2,Boston Celtics,BOS,133,Madison Square Garden,19812,2022-23
401468291,2022-11-06T00:00Z,Final,15,Milwaukee Bucks,MIL,108,25,Oklahoma City Thunder,OKC,94,Fiserv Forum,17713,2022-23
401468292,2022-11-06T00:00Z,Final,16,Minnesota Timberwolves,MIN,129,10,Houston Rockets,HOU,117,Target Center,16412,2022-23
401468293,2022-11-06T01:00Z,Final,7,Denver Nuggets,DEN,126,24,San Antonio Spurs,SA,101,Ball Arena,19641,2022-23
401468294,2022-11-06T02:00Z,Final,21,Phoenix Suns,PHX,102,22,Portland Trail Blazers,POR,82,PHX Arena,17071,2022-23
401468295,2022-11-06T20:30Z,Final,13,Los Angeles Lakers,LAL,100,5,Cleveland Cavaliers,CLE,114,crypto.com Arena,18997,2022-23
401468296,2022-11-06T23:00Z,Final,28,Toronto Raptors,TOR,113,4,Chicago Bulls,CHI,104,Scotiabank Arena,19800,2022-23
401468297,2022-11-06T23:00Z,Final,29,Memphis Grizzlies,MEM,103,27,Washington Wizards,WSH,97,FedExForum,16877,2022-23
401468298,2022-11-07T03:00Z,Final,12,LA Clippers,LAC,102,26,Utah Jazz,UTAH,110,crypto.com Arena,16111,2022-23
